Scenery,Time,Score,comment
崂山,2019/6/7,5分 超棒,基础设施很完善的景点。景点设置、道路铺设、环境卫生、景点细化、人文价值、服务配套等方面，独具匠心，5A身份名符其实。但对一日游的游客而言，景区在流清-仰口游览线路的交通状况上需改善。
崂山,2019/6/7,5分 超棒,山顶风大，景色很美，视野开阔！
崂山,2019/6/7,5分 超棒,仙山不愧为是仙山，我们去的时候适逢大雾，整个崂山云雾缭绕，简直仙儿得不能再仙儿
崂山,2019/6/6,5分 超棒,崂山分三条线路，中线巨峰，北线北九水，南线流清-仰口，中线巨峰纯粹的爬山，如果单纯 【景色】想爬山去巨峰，山顶景色不错，北九水，顾名思义有水才好看但青岛雨量很少，所以北九水可玩性仅限于下场大雨过后，流清-仰口线里面有五个景点，有道家比较出名的崂山道士穿墙术的太清宫，新建了一尊老子塑像，全亚洲最高，也有佛家传教的华岩寺，还可以爬山领略崂山山海一线的自然风光，里面还有沙滩，风景区里面交通管制您如果去崂山景区玩只能坐里面的大巴车游览崂山，租的青岛车也进不去景区，如果您来玩崂山可以不用租车，用我的车，整个景区全长26公里，分为仰口景区，棋盘石景区，太清景区，流清景区，景区门票为两日票，景区分为两部分，流清太清一部分，仰口棋盘石一部分，中间不通大巴车，您从景区售票大厅买了票大巴车浏览完流清太清景区就返回了，如果您还想玩仰口棋盘石，您需要再打车去仰口乘坐大巴车玩仰口棋盘石，一天是玩不下来的，路程远时间大部分浪费在路上，流清距离仰口接近30公里，如果您想轻松省时的玩崂山然后把整个景区玩下来不用折腾整个流清仰口景区全玩下来，不用分两部分，可以联，系，壹伍零，留留巴巴，伍壹伍伍，同，威，信，自己的车可以带您很好的玩崂山，景色不错的地方都可以带您拍拍照片游玩一下
崂山,2019/6/5,5分 超棒,一次愉快的旅行，整个行程安排很充实，纯玩儿而且没有任何购物，导游小姐姐活泼又开朗，人特别好，特别会照相，崂山也是美不胜收，是一次完美的旅行。
崂山,2019/6/5,5分 超棒,很好用  崂山很漂亮 交通很方便 遇见的道长特别好！！！
崂山,2019/6/5,5分 超棒,不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错
崂山,2019/6/5,5分 超棒,一次很不错的选择，景色优美，空气清新，喜欢
崂山,2019/6/5,1分 不佳,风景还行，就是工作人员的态度太差，特别是太清宫的保安检票男工作人员，问他事情竟然对一个女孩子推推搡搡的，影响了整个旅程的心情。
崂山,2019/6/3,4分 满意,山不在高，有仙则名，但崂山是有故事则名
崂山,2019/6/2,5分 超棒,崂山的景区有好几个，初来乍到很容易就懵圈了，建议初次来崂山的先别去巨峰景区和北九水，把另外两个逛了 那两个才是精华，一个风景优美，一个道家文化浓厚，剩下的配菜可以留着以后享用
崂山,2019/6/1,5分 超棒,青岛是一个美丽的城市，依山傍海。
崂山,2019/6/1,5分 超棒,冬天去的，爬山很累，但是风景也是值得的。
崂山,2019/5/31,5分 超棒,海上名山，道教圣地，最爱环境之美！
崂山,2019/5/31,5分 超棒,泰山虽云高，不如东海崂，崂山的风景真的不错，特别是春夏秋三季，有不同的景色，冬天也挺好需要雪后才有好风景。自然的风景需要慢慢走，慢慢看！与其回忆相册里的照片不如仔细品味路上的风景！
崂山,2019/5/29,5分 超棒,景色还好  5月中旬去吃饭住宿实惠
崂山,2019/5/29,4分 满意,景区太大，比较分散，建议分两天游玩
崂山,2019/5/29,5分 超棒,海中山，有灵气，值得一去，就是很大！
崂山,2019/5/29,5分 超棒,靠海吃海的感觉真的很不错的可以看到海景很棒哦
崂山,2019/5/28,5分 超棒,崂山我去过好几次，每次都有不一样的估计。特别是可以领孩子来学习孔子的精神
崂山,2019/5/28,5分 超棒,位置很好找的，房间收拾的干干净净，服务态度热情，周围环境不错，购物饮食都很方便，休息环境很清静，洗漱用品齐全，被褥非常洁净，值得推荐。
崂山,2019/5/27,5分 超棒,购票方便，经典景点，自由行不错
崂山,2019/5/27,5分 超棒,非常好 景色优美 环境优美 心情舒畅下次一定要去
崂山,2019/5/26,5分 超棒,青岛崂山真是一个美丽的地方，登到山顶就可以看到大海，蓝色的大海连着蓝色的天空，很美，在半山腰坐着喝了绿茶，感觉很美味。不错。
崂山,2019/5/26,5分 超棒,道教名山，道观主要集中在太清宫景区，那里依山伴海，风景秀丽，古树参天，道观恢弘，不愧是一个修身养性的好地方，整体上崂山风景不错。
崂山,2019/5/26,5分 超棒,不愧是海上名山第一崂山，真的很美，一年四季都有不同的美呈现给大家，常年云雾缭绕，海上仙山，道家圣地，海天一色，奇峰怪石。
崂山,2019/5/25,5分 超棒,味道很好，菜式很多，很新鲜，价格很实惠，很满意。
崂山,2019/5/25,5分 超棒,崂山的巨峰景区。是崂山的最高峰。崂山是青岛的海上高山！号称第一海上仙山！山海相连，巍巍高山！并且有免费的进山大巴。如果买好票的话，是可以是免费乘坐的。既安全又方便。
崂山,2019/5/25,5分 超棒,非常值得推荐的推荐去旅游景点，消费不会，景色优美
崂山,2019/5/24,5分 超棒,我国著名山峰，道教名山，景色秀丽迷人，文化内涵与非常丰富，有几个相对独立的景区，需要单独购票游览，一般情况需要游玩两天。
崂山,2019/5/24,5分 超棒,青岛崂山风景秀丽海上名山风景美。是你夏日旅游带孩子好去处景色迷人。海天一色云峰峦峦登崂山欣赏最佳美景。
崂山,2019/5/24,5分 超棒,很好玩，很值得一去，风景很好。
崂山,2019/5/23,4分 满意,一定要趁着有水的时候去，没水的话景色一般。
崂山,2019/5/23,5分 超棒,哪里都很美，大自然是神奇的，她创造了世界，给每个事物都赋予了不同的美
崂山,2019/5/22,4分 满意,12月份去的崂山，还没遇上积雪，凉凉的气候，很舒适，很美。后来月底再上去一次，积雪的崂山可迷人了，美太多了，要去就得有积雪了才上去，太美了。
崂山,2019/5/22,5分 超棒,崂山不是很高，非常适合基础的爬山锻炼，普通身体健康的人基本上都能爬到山顶，不要去排队坐缆车，尤其是在旅游旺季，站着排队3小时，不如慢慢登上去，累了就中途歇息一会儿，途中风景也很不错的，而且有好多卖东西的小商贩，所以爬山过程不会寂寞的。一定要登上山顶(⊙o⊙)哦，到了山顶才能体会到纵览青岛美景的感受，美丽的海湾才能一览无余
崂山,2019/5/22,5分 超棒,空气清新  景色宜人。。。。。
崂山,2019/5/21,5分 超棒,非常不错，景色优美，带孩子去了另外一个不累的路线，很棒
崂山,2019/5/21,5分 超棒,不错，看海看山一起，风景漂亮，值得一去。山也不高，容易爬，在山里坐公交，看沿途海山相交美景，实在是一种享受
崂山,2019/5/20,5分 超棒,海上仙山，登顶后会很美，海天一色，是个好地方。
崂山,2019/5/20,5分 超棒,临海高山，风景怡人，难得的避暑胜地。
崂山,2019/5/20,5分 超棒,崂山中线，风景如画，值得一游！
崂山,2019/5/20,5分 超棒,劳动节去的，人挺多的，看了青春斗有这个取景地，爬了将近4小时，风景很好。有索道但是要排好长的队伍，所以选择走路了，顺便看风景，拍点照片。
崂山,2019/5/19,5分 超棒,崂山游览有两条线路，一条是去太清宫等道观，步行不多，主要游览各大道观，另外一条是去巨峰，主要是爬山，两条线路需要分别买票，景区还提供了两天两条线路的联票，如果体力好，早点去的话一天走完。
崂山,2019/5/17,5分 超棒,可以。可以。难得爬爬小山。。还是很不错的。。空气不错。。很好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
崂山,2019/5/17,5分 超棒,风景不错，就是离市区有些远，。
崂山,2019/5/17,5分 超棒,从上海乘海轮出发，经过八级大风大浪的洗礼，总算活着来到了青岛市。 那时是1969年在上海刚刚上船，大雾就铺天盖地而来，很多人则开始退票，我就乘机把票升为三等仓。船出了长江口就开使迎着八级大风大浪前进，在船上的有经验的人说，这时如果不这样迎着风开就可能翻船。不一会儿，船上的人开始呕吐，船在一片黑暗中左右摇摆，上下颠簸，十分恐怖。我们的大船在这咆哮的大海中，就像一个小米粒似的，在风浪中漂泊，四面伸手不见五指，最后，整个船除了我以外，只有四、五个人没有呕吐，我们还是谈笑风声，事实证明我的身体是经得住考验的。
崂山,2019/5/16,5分 超棒,好高的山哇，爬的好累但是景色很好
崂山,2019/5/16,5分 超棒,风景很好，气候宜人，非常喜欢这里
崂山,2019/5/16,5分 超棒,凭身份证入园需录指纹，节假日遇大客流需等较长时间接驳车
崂山,2019/5/16,1分 不佳,我认为最坑人的地方，买了通票，你以为完事了么，你错了，票只是进山，所有景点都是单收费的，下面不写当你费劲爬上去告诉你收费？你说你花不花？
崂山,2019/5/15,5分 超棒,需要至少大概两天可以逛好。停车免费，进去里面后建议公交，景色不错。
崂山,2019/5/15,5分 超棒,沿海公路风景很好，很方便地进行，值得一游
崂山,2019/5/13,5分 超棒,崂山还是巨峰和仰口比较经典，其他都不好
崂山,2019/5/13,5分 超棒,小時後，嶗山恋的電影一直在腦中，去過，都忘記了，就記得那個女明星叫「張瑜」，很漂亮，那時就十分向往，現在打青島的字，就出現這「嶗山」令我想得很多
崂山,2019/5/13,5分 超棒,崂山仰口风景区真的很漂亮，路上佛道的寺庙很多！里面的建筑都很漂亮！想要到达仰口风景区最高处，还要攀爬一段山路，有点陡峭，注意安全！
崂山,2019/5/12,4分 满意,全程玩下来很累！景点低于预期想象～
崂山,2019/5/12,5分 超棒,空气真好，缆车好有意思呀，还看见了老神仙-
崂山,2019/5/12,5分 超棒,去了可以体会山海相接的景观，忽闻海上有仙山，山在虚无缥缈间。楼阁玲珑五云起，其中绰约多仙子。景色很好。
崂山,2019/5/12,4分 满意,闻名不如见面，见面不如闻名，来了，总要去下
崂山,2019/5/12,5分 超棒,高端大气上档次低调奢华有个性。
崂山,2019/5/11,5分 超棒,崂山南北两条线路都玩了，现在回想来还是很不错的，风光旖旎，气候宜人。东临大海，背靠群山，很开心。
崂山,2019/5/11,4分 满意,山清水秀，风景不错，天气我刚刚好。
崂山,2019/5/10,5分 超棒,我们走的南线，去仰口，山上看海好漂亮，去青岛的朋友一定去看看哦，旺季门票130，去景点需要乘坐观光巴士(^-^)
崂山,2019/5/10,4分 满意,这里的景色还是很美的，依山傍海。景色宜人，爬不动山可坐索道车，上下六十元，也不贵。离谱的是这里的饭菜贵的要死，一个凉拌黄瓜要你二十，一般的炒菜五十六十甚至还多，一个饺子平均下来也要二三块，实在不愿意把辛辛苦苦挣来的钱白扔给他们。山东人的厚道质朴都让他们给毁了。一块同行的有河南陕西山西的朋友都觉得贵。拒绝用餐。建议看到此贴的朋友游崂山自己带点食物水果上山。免得被人勒索。
崂山,2019/5/9,5分 超棒,景色宜人，云山雾海，特别美。一起去寻找故事中的崂山道士吧，一起去发现之旅，领略崂山的雄伟壮观。
崂山,2019/5/9,4分 满意,崂山位于山东半岛东南，濒临黄海。被称作“海上名山第一”，是道教名山。山海结合是其最大特点。有太清宫、北九水、崂顶巨峰等景点。一路上奇山异石。觅天洞阴风飕飕，从洞口出来，有柳暗花明、豁然开朗的感觉。
崂山,2019/5/9,5分 超棒,当地有一句古语说：“泰山云虽高，不如东海崂。” 山光海色，道教名山。 山海相连，山光海色，正是崂山风景的特色。 在全国的名山中，唯有崂山是在海边拔地崛起的。
崂山,2019/5/8,5分 超棒,仰口值得来一次，不用从崂山买门票，从青岛市里坐公交到仰口公交站就可以了
崂山,2019/5/8,4分 满意,购买成功后没有没有，只有个类似收据的单子，整个行程因为没有门票，携程只提供了收据，行程中因景区内部通知下达执行原因不顺畅，还好携程工作人员积极协调，整体还算满意。
崂山,2019/5/8,5分 超棒,还不错跟我爸一起出去的，嗯嗯嗯
崂山,2019/5/7,5分 超棒,挺好的 因为孩子太小 没爬到太高就回来了 旁边有KFC 价格略上浮一点，可以接受，非常方便，玩的很开心！买了两本书
崂山,2019/5/7,5分 超棒,"巨峰风景游览区位于崂山中部，以崂山最高峰--主峰巨峰而命名。巨峰景区以山海、天象、山林、奇峰、怪石、人文胜景构成了雄伟壮美、离奇多变的绝顶风光。登上崂山极顶，可以居高临下，观赏碧波万顷的滔滔黄海、如珠似玉的礁盘海岛、五彩云霞 的美妙变幻、奇峰竞秀的山峦风情，夏季可领略""云海奇观""、""崂山火球""的壮美气势，冬时能观赏到""银峰晶挂""的万千景象。在崂顶观海上日出，更是令人叹为观止。""巨峰旭 照""这一奇观被列入""崂山著名十二景""。"
崂山,2019/5/7,5分 超棒,崂山仙境，仅匆匆去过两次，未得静下心来仔细体味，有空再访吧～
崂山,2019/5/6,5分 超棒,携程购票比景区便宜了两块大洋，而且入景区和坐旅游巴士可以刷身份证，方便快捷。我选的是流清-仰口线路，先乘旅行巴士从大河东客服中心到太清宫，拜访过道长后乘旅行巴士到太清索道，乘索道上山（自费）。下山后可乘坐618到仰口景区参观。仰口景区山路比较少，可以选择步行上下山，在太平宫敬奉十元香火便能体验到鸣钟。最后原路返回，如果在中途下站一定提前和司机师傅说哦！
崂山,2019/5/6,4分 满意,首先，崂山风景和环境不用说，非常的nice。公路一路沿海盘山。各景区间空调大巴基本覆盖。我们一路从太清至仰口，基本小一天得游玩时间。有机会还是要二刷，去去人流不常去得一些洞窟和高处。
崂山,2019/5/6,5分 超棒,五一人太多了。一天就坐观光车了
崂山,2019/5/6,4分 满意,"好多年前第一次去青岛，当时去崂山走的是北九水这条线。山涧的景色也是很美，就是看不到海。崂山作为一座三面环海的“海上第一名山”，其实这山海相连的景色更加壮美。于是这次我们决定走可以看到海景的外侧线路。
出行之前网上搜了很多攻略游记，但都很笼统，许多都没有讲清楚。自己亲自体验了一遍，很多经验想和大家分享。
都说观看海景最佳的位置在仰口，本来我们是准备直接从市区叫车来仰口的，后来证明根本没有必要，直接到大河东就可以了。我们从市区酒店叫车去大河东，20多公里，70元不到，如果去仰口的话要接近40公里，估价130左右。大河东那边就是游客中心、售票处和入口，我们网上订好130的通票，直接扫码就可以进入，不需要排队买票或者取票，很方便。

通票是包含了景区内大巴乘坐的，所以大河东入口进来，直接坐大巴就可以到达仰口啦！大巴一路还可以观赏海景。从大河东到仰口，中间要先在太清宫这里下车，太清宫门票单独收取，27一张。我们当时打算去完仰口回头再来这里，没想到回来的大巴就没停太清宫了，有点遗憾。接下来在这里换一个车站继续乘坐大巴到达仰口。

这里需要说一下的是，当时一路上有一个园区工作人员一直在和我们说人很多，建议我们赶紧买好往返的缆车票（单程45往返80），否则等会上山下山排队人会非常多。我们觉得她看着面善，还以为是好心，后面证明还是上套了啊。缆车上去之后，稍微爬15分钟到顶，就是一个小道观，门票6元，除了看看山顶景色，就一个明霞洞，真心没啥意思。途中有条支路可以到上清宫，也真的一般般。缆车下山之后，我们找人问了下觅天洞在哪，这才知道是另一个方向，也有缆车也可以自己爬，但那会已经下午了，也没时间精力再去了。所以不要听信任何人劝你买缆车票什么的，崂山其实不难爬，坡度小而且时不时有平地休息，除非带老人孩子，否则至少上山自己走走，事先做好功课免得留遗憾。

下山后我们在八水河附近海滩兜了一会儿，然后又坐大巴到达大河东，在那边叫车回市区了。以后再来就有经验了。"
崂山,2019/5/6,5分 超棒,很棒的景点，青岛比打卡系列，一定要去哦
崂山,2019/5/6,1分 不佳,很垃圾，票中票就算了，山上就两个小破庙
崂山,2019/5/5,5分 超棒,有山有海，山海相连，人间美景，几乎每年都要过去一趟，崂山虽然不高，但有海有道观，让人觉得仙气十足，那种悠然的感觉，无法言喻！
崂山,2019/5/5,4分 满意,仰口是整个崂山精华所在。登山可观山望海，俯瞰大半个青岛城区。觅天洞又是趣味十足，手脚并用，给你不一样的感受。绝对值得推荐的好地方
崂山,2019/5/5,5分 超棒,假期人多，索道上不去，相当于坐着大巴山脚下转了一圈，比较亏。
崂山,2019/5/5,4分 满意,有的景点比较坑，太清索道线路可以全部放弃，直奔仰口吧，太清宫必游
崂山,2019/5/5,5分 超棒,头一次去，五一人比较多，因为有孩子，所以选择自己开车进去，没有爬山，走的海边，沿途风景不错！有一些茶室！在这里特别感谢一下，翠澜阁茶室的李老师，我们到那里已经是茶室下班时间了，李老师特意又招待我们喝茶！临走还送了纪念品！非常感谢！感到崂山之行心里暖暖的！
崂山,2019/5/5,4分 满意,一边是山一边是海，被誉为海上仙山是有道理的，景色不错，爬山还可以锻炼身体。
崂山,2019/5/5,1分 不佳,捆绑销售，只想买仰口的票，没有介绍去流清风景区的交通，问了景区人员说流清风景区不在崂山景区内，只去了仰口，流清没有去成。
崂山,2019/5/4,5分 超棒,非常好，很漂亮，时间充裕的话值得好好玩！
崂山,2019/5/4,5分 超棒,不错。。。。。。。。。。。。。。
崂山,2019/5/4,5分 超棒,名不虚传，既有自然风光，又有人文景观，挺不错的。门票是两天的，可以在山上住一晚。可惜我们时间有限，只走马观花看了2个多小时。有点遗憾
崂山,2019/5/4,5分 超棒,不用请导游了。。。。。。。。。
崂山,2019/5/4,5分 超棒,【景色】不错 【趣味】适合登山爱好者 【性价比】很好
崂山,2019/5/4,5分 超棒,这个季节最美的崂山，海上名山更是美极了！
崂山,2019/5/4,2分 一般,当地无指引，并且问当地工作人员也是一问瞎指引，浪费游客宝贵时间！茶室也是无人知晓，并且携程提供的地址也未找到，差至极。那么多年对携程的信任抹得一干二净。
崂山,2019/5/3,5分 超棒,携程买票方便快捷，一直在携程买票，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，崂山可以去看看，每个地方的特色嘛
崂山,2019/5/3,5分 超棒,美丽，安静，向往的海边城市，。
崂山,2019/5/3,5分 超棒,青岛最有名的崂山，也是著名的海上仙山，有一句话是泰山云虽高不如东海崂，景色非常的美！
崂山,2019/5/2,5分 超棒,崂山，一个舒适、娴静的好地方，没有那么多的喧闹，适合去静静地住几天，住在渔村里，过两天与世无争的宁静生活，主要是环境太美了，
崂山,2019/5/2,5分 超棒,"崂山，位于山东省青岛市东部，古代又曾称牢山、劳山、鳌山等。它是山东半岛的主要山脉，崂山的主峰名为""巨峰""，又称""崂顶""，海拔1132.7米，是中国海岸线第一高峰，有着海上""第一名山""之称！风景优美，海水清澈！"
崂山,2019/5/2,4分 满意,值得去的前提是把山都自己爬一下，我是很懒的，都没怎么爬，抱着娃睡觉，竟在车里坐着了，下去拍照都没顾上多拍，赶上大雾，错过美景，下次再来吧！
崂山,2019/5/2,5分 超棒,2008年的北京奥运会，青岛作为主办城市之一，是水上运动项目的举办地。同学相约看了奥帆中心，喝了啤酒节上的洋啤酒。然后就爬上了崂山。青岛有山有海有朋友，够牛吧
崂山,2019/5/2,5分 超棒,公司年会组织登崂山，气候很好，崂山景区开发也很完整，整体爬行都有阶梯，体力不足还有缆车，非常不错的一次体验，风景别致，很好。
崂山,2019/5/2,1分 不佳,大差评啊，五一进山排队至少一个小时，服务设施差，饭店极少，吃个面基本靠抢，至少也得一个小时，上山多个关口进出验票排队，最后下山大排队，等了至少一个小时车没来，碰上出车祸堵车了，基本总结是花了一整天时间，景没看到啥，就是排队了，后方服务跟不上，建议节假日还是别来了
崂山,2019/5/2,2分 一般,1月份去的崂山，索道封了，到处结冰了，真心不好玩，时间去的不对。
崂山,2019/5/1,5分 超棒,就是有点累 风景什么的都挺好的可以去看一看哦~~~~~~
崂山,2019/5/1,5分 超棒,高
崂山,2019/5/1,4分 满意,风景很不错。天气好，美食好吃，心情特别舒畅。 【景色】
崂山,2019/5/1,1分 不佳,垃圾。 开车来的 说开不到地方。完了等公交还要。公交车几班上不去。 没去过这么垃圾的景区。 怪不得五一景点人这么少。
崂山,2019/4/30,4分 满意,时间紧张的玩一天就网上买吧一天有效 ，要是想玩2天还是到景点窗口买2天有效，比网上买合适，风大的时候不要去玩 缆车不开，有老人的话缆车不开就不要上山了。至于线路都差不多，要想都走一遍肯定得2天 身体受不了 累。
崂山,2019/4/30,5分 超棒,很好，风景很好   爬了好久  累死了
崂山,2019/4/30,5分 超棒,青岛不去崂山，你不知道大青岛的美，不青岛不去信号山不知道青岛的全景，。开始去崂山以为就爬个山，去了才知道，爬到山顶，没坐缆车，那个劲啊，爬到顶，美的很
崂山,2019/4/30,5分 超棒,崂山是道教名山，山清水秀，风景怡人！
崂山,2019/4/29,5分 超棒,海上仙山，人间圣境。这个套餐不错，挺满意的。
崂山,2019/4/29,5分 超棒,景区范围比较大，环境和空气都不错
崂山,2019/4/29,5分 超棒,太大了，景色很美，转一天也就走了半个景区
崂山,2019/4/29,5分 超棒,国庆去的，到山下已经五点多了，还是坚持登顶了，很值得去
崂山,2019/4/28,5分 超棒,挺漂亮的地方，山上只有缆车那里有吃喝休息的地方，登山的步道全是大条石头，每层比较高，考验体力。
崂山,2019/4/27,5分 超棒,由巨峰、流清、太清、棋盘石、仰口、北九水、华楼等9个风景游览区和沙子口、王哥庄、北宅、夏庄、惜福镇等 5个风景恢复区及外缘陆海景点三部分组成。[2]崂山是山东半岛的主要山脉，最高峰崂顶海拔1133米，是中国海岸线第一高峰，有着海上“第一名山”之称。它耸立在黄海之滨，高大雄伟。当地有一句古语说：“泰山云虽高，不如东海崂。” 山光海色，道教名山。 山海相连，山光海色，正是崂山风景的特色。 在全国的名山中，唯有崂山是在海边拔地崛起的。绕崂山的海岸线长达87公里，沿海大小岛屿18个，构成了崂山的海上奇观。
崂山,2019/4/26,5分 超棒,叫了一个导游，很方便。还买了些特产茶叶
崂山,2019/4/26,5分 超棒,两天的有效期，可惜只玩了一天。
崂山,2019/4/26,5分 超棒,满不错的可以带孩子长见识，开阔眼界。自己爬有点累
崂山,2019/4/26,5分 超棒,青岛真是个好地方，有山有海风景宜人。
崂山,2019/4/25,4分 满意,还可以，比预想的稍微失望些，也许是时节不对，水量不是很大
崂山,2019/4/24,5分 超棒,崂山真不亏是五A级景区，景色秀丽，让人心旷神怡，好美的景色，有机会还会去
崂山,2019/4/24,5分 超棒,环境优美惬意，位置优越交通便利，总体满意赞一个
崂山,2019/4/24,5分 超棒,崂山分4个景区，门票有效期2天。要做景区车，因为时间紧，只去了2个景区，龙潭瀑布和太清宫，太清宫另收门票27元。回来坐618公交班到另2个景区
崂山,2019/4/23,5分 超棒,很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好
崂山,2019/4/23,5分 超棒,这里好玩极了，会常来，值得推荐！
崂山,2019/4/23,5分 超棒,崂山真的是值得推荐的景点，当爬到山顶，选一块适宜久坐的大石头，坐上面，看看远在天边的一片蔚蓝海岸，那时你就看到天边一色，大海跟蓝天连成一片是多么美的景色！
崂山,2019/4/22,5分 超棒,出票快。马上就能使用。节假日要排队很长时间。平时还是比较快的。
崂山,2019/4/22,4分 满意,崂山是一个特别值得去的地方，山不是特别高，体力好的人可以登山，体力差的可以坐缆车上去，但70岁以上的不让坐缆车，登山望海还是不错的
崂山,2019/4/22,5分 超棒,感觉有点贵，太清宫还是值得一去的，海边人也不多，可能没到旅游旺季，估计旺季会车很多
崂山,2019/4/22,5分 超棒,风景优美，景色宜人，玩的很嗨嗨
崂山,2019/4/22,5分 超棒,非常好，方便快捷，就是大巴线路太少等的时间长。
崂山,2019/4/21,5分 超棒,值得一游，登顶后放眼远眺，景色美不胜收！
崂山,2019/4/21,4分 满意,总体讲还可以，要注意购票，火车站和景点有区别的。
崂山,2019/4/21,5分 超棒,崂山太大了，爬了也就一半我就下山了，实在是太热了
崂山,2019/4/20,5分 超棒,崂山很美，值得一去，尤其是天气晴朗的时候，一边是山，一面朝海，海天一色，美呆了！
崂山,2019/4/20,5分 超棒,崂山有海上道教名片的美称，还是很值得攀爬的，山峰林立，巨石奇形怪状，主峰是巨峰景区，视野开阔，登高望远，俯瞰大海，别有一番风味！
崂山,2019/4/20,5分 超棒,崂山真的很美，期待下一次还能再去一次
崂山,2019/4/20,4分 满意,值得去哟    真的不错  下次还去
崂山,2019/4/19,5分 超棒,青岛美丽的城市，崂山游好风光！
崂山,2019/4/19,4分 满意,因为时间安排的不是很充裕，所以游览的并不是很细致，采用自驾雇导游的形式，在北方来看崂山还算比较不错的了，值得一游，导游稍微差一点点，性价比不高
崂山,2019/4/19,5分 超棒,很值得去，缆车加爬山，不急不缓享受美景。青岛是个好地方，依山傍水。
崂山,2019/4/19,4分 满意,挺好的，值得一看，登山望远。。
崂山,2019/4/18,5分 超棒,仙风道骨之地 果然脱俗清雅 让人心旷神怡
崂山,2019/4/17,5分 超棒,为了一个穿墙而过，去了崂山，去的时候人不多，天上飘着细雨，薄雾飘过，仙山。。
崂山,2019/4/17,5分 超棒,崂山位于山东半岛南部的黄海之滨，距青岛市中心40余公里。地处北纬36°05′～36°19′，东经120°24′～120°42′。山区东南二面濒临大海，西部自南而北与青岛市区的市南区、市北区、四方区、李沧区、城阳区接壤，北部与即墨市相邻。绕山区东南的海岸线长87.3公里，形成了13个有名称的海湾，有大小岛屿16个。
崂山,2019/4/17,5分 超棒,崂山是山东半岛的主要山脉，最高峰崂顶海拔1133米，是中国海岸线第一高峰，有着海上“第一名山”之称。它耸立在黄海之滨，高大雄伟。当地有一句古语说：“泰山云虽高，不如东海崂。” 山光海色，道教名山。 山海相连，山光海色，正是崂山风景的特色。
崂山,2019/4/17,5分 超棒,美丽崂山，风景秀丽，欢迎各方宾客到崂山游玩。
崂山,2019/4/16,5分 超棒,景色特别好，一路可以边看海边爬山，很有特色，来青岛真应该爬一下崂山！
崂山,2019/4/16,5分 超棒,山景不错，就是全靠体力爬山有点体力不支。
崂山,2019/4/16,5分 超棒,非常满意
崂山,2019/4/16,5分 超棒,走的仰口线景色不如我去过的大多数地方 一进来的感觉就是景区就是为了坑钱 景区工作人员上来就开始骗人 让买通票 说是哪都可以去 结果全是门中门 进去了不加钱哪都去不了 一直鼓动我们打当地的车 想再从我们手里掏几百 其实公交景区都能去 工作人员和流氓一样 cnmlgb 去过最差的地方没有之一
崂山,2019/4/16,4分 满意,崂山是中国最高的沿海山，它的一大特点就是无论走在哪里都能看到广阔的大海，景区虽然不大，但古色古香，景色宜人，值得前去游玩。
崂山,2019/4/16,1分 不佳,太坑了，到景区门口买票门票加游览车票才70！而且风景也不咋滴，失望至极，以后不会再去了
崂山,2019/4/15,5分 超棒,第一次听说崂山是听说那个崂山啤酒，到了这里一看也是风景也是特别的好，而且也尝到了正宗的崂山啤酒，哈哈哈～～～美食也还蛮多的
崂山,2019/4/15,5分 超棒,夏天去的，有点热，景色不错，就是爬山有点累
崂山,2019/4/15,5分 超棒,值得一去，虽然行程时间有点紧张，但景色值得一看
崂山,2019/4/15,5分 超棒,景色挺好的，有山也有海，就是没有什么可娱乐的，坐船里边特别热，不够透气。
崂山,2019/4/14,5分 超棒,很不错，去时说有台风，结果很幸运的错过了
崂山,2019/4/14,5分 超棒,青岛崂山是青岛的骄傲。一年四季，风景各不相同。个人还是最比较喜欢，北九水的风景。尤其是每年的雨季。风景真的是太美了。北九水现在是春暖花开。风景特别优美。漫山遍野的樱桃花。香飘万里，
崂山,2019/4/14,5分 超棒,崂山是非常值得我们去的地方，登山忘海，实在是太美啦，这个季节人不太多，桃红柳绿到处是绿叶和鲜花，青岛美丽城市，我的最爱！
崂山,2019/4/14,5分 超棒,"崂山，位于山东省青岛市东部，古代又曾称牢山、劳山、鳌山等。它是山东半岛的主要山脉，崂山的主峰名为""巨峰""，又称""崂顶""，海拔1132.7米，是中国海岸线第一高峰，有着海上""第一名山""之称。当地有一句古语说:""泰山虽云高，不如东海崂。"""
崂山,2019/4/14,5分 超棒,青岛崂山气象万千，茫茫云海之上，放飞自我
崂山,2019/4/13,4分 满意,崂山的五一前后至每年的十一月左右都是非常漂亮，山海一色，景色宜人！
崂山,2019/4/13,5分 超棒,一众好友出行 很棒环境很好 行携程上买的门票用身份证就能进入
崂山,2019/4/13,4分 满意,不愧是海中仙山，名不虚传，景色很美
崂山,2019/4/12,5分 超棒,很不错的地方，就是门票有点贵，很适合带着家庭出游
崂山,2019/4/12,4分 满意,非常满意，第一次爬到了最高峰！！！
